,t1_f1,t2_f1,t3_f1,t4_f1,t5_f1,t6_f1,t7_f1,t8_f1,t9_f1,t10_f1,t11_f1,t12_f1,t13_f1
20,0.75,0.6666666666666666,0.2857142857142857,0.25,0.6666666666666666,0.5,0.6666666666666666,0.6153846153846154,0.8888888888888888,0.0,0.6666666666666666,0.7142857142857143,0.6666666666666666
21,0.8,0.6,0.7272727272727273,0.0,0.2857142857142857,0.3333333333333333,0.5714285714285714,0.8235294117647058,0.75,0.0,0.75,0.5454545454545454,0.0
22,0.7692307692307693,0.7272727272727273,0.5,0.4,0.0,0.5,0.6666666666666666,0.8,0.6666666666666666,0.0,0.75,0.6666666666666666,0.0
23,0.7692307692307693,0.36363636363636365,0.6,0.0,0.6666666666666666,0.4,0.46153846153846156,0.36363636363636365,0.7777777777777778,0.0,0.625,0.46153846153846156,0.0
24,0.5,0.5,0.3333333333333333,0.0,0.5,0.4,0.7692307692307693,0.7777777777777778,0.6666666666666666,0.0,0.8235294117647058,0.8571428571428571,0.0
25,0.8,0.6,0.4,0.2222222222222222,0.5714285714285714,0.5714285714285714,0.6153846153846154,0.8,0.7058823529411765,0.0,0.8,0.7142857142857143,0.0
26,0.5454545454545454,0.0,0.5714285714285714,0.5,0.4,0.4,0.7692307692307693,0.8,0.6666666666666666,0.0,0.6666666666666666,0.5714285714285714,0.0
27,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.75,0.36363636363636365,0.75,0.7142857142857143,0.0,0.625,0.8571428571428571,0.0
28,0.5454545454545454,0.5454545454545454,0.75,0.2222222222222222,0.3333333333333333,0.4,0.7142857142857143,0.7777777777777778,1.0,0.0,0.7142857142857143,0.5454545454545454,1.0
29,0.8,0.6666666666666666,0.5454545454545454,0.0,0.5,0.4444444444444444,0.6,0.8,0.8235294117647058,0.0,0.8235294117647058,0.6153846153846154,0.0
30,0.7692307692307693,0.6666666666666666,0.6666666666666666,0.25,0.3333333333333333,0.5714285714285714,0.8571428571428571,0.8235294117647058,0.7777777777777778,0.0,0.7142857142857143,0.7692307692307693,0.5
31,0.8571428571428571,0.6666666666666666,0.25,0.2,0.2857142857142857,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.8888888888888888,0.6666666666666666,0.0
32,0.6666666666666666,0.75,0.4444444444444444,0.0,0.5,0.5714285714285714,0.8,0.75,0.625,0.0,0.8571428571428571,0.7142857142857143,0.0
33,0.6153846153846154,0.5454545454545454,0.8888888888888888,0.0,0.4444444444444444,0.5,0.7272727272727273,0.6666666666666666,0.5714285714285714,0.0,0.6153846153846154,0.9230769230769231,0.0
34,0.75,0.75,0.8888888888888888,0.0,0.5714285714285714,0.4,0.6153846153846154,0.875,0.625,0.0,0.875,0.7692307692307693,0.0
35,0.9090909090909091,0.6666666666666666,0.2857142857142857,0.0,0.0,0.4,0.5454545454545454,0.6666666666666666,0.7058823529411765,0.0,0.8235294117647058,0.7142857142857143,0.0
36,0.6666666666666666,0.4444444444444444,0.6,0.0,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.9411764705882353,0.7058823529411765,0.0,0.8235294117647058,0.5454545454545454,0.0
37,0.6666666666666666,0.5454545454545454,0.6666666666666666,0.4,0.6666666666666666,0.2857142857142857,0.7692307692307693,0.7142857142857143,0.8,0.0,0.875,0.8333333333333334,0.0
38,0.5,0.5454545454545454,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6153846153846154,0.8235294117647058,0.75,0.0,0.8235294117647058,0.7142857142857143,0.6666666666666666
39,0.4444444444444444,0.5,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.75,0.7058823529411765,0.0,0.8421052631578947,0.7142857142857143,0.0
40,0.8333333333333334,0.5,0.5714285714285714,0.25,0.6666666666666666,0.3333333333333333,0.5454545454545454,0.75,0.8235294117647058,0.0,0.9411764705882353,0.75,0.0
41,0.6153846153846154,0.8,0.5714285714285714,0.5,0.4,0.5,0.6,0.5714285714285714,0.625,0.0,0.6666666666666666,0.7142857142857143,0.4
42,0.8571428571428571,0.8888888888888888,0.5,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.75,0.0,0.8,0.9333333333333333,0.0
43,0.6666666666666666,0.75,0.6666666666666666,0.5,0.25,0.4444444444444444,0.6153846153846154,0.6666666666666666,0.8235294117647058,0.0,0.875,0.8,0.0
